# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 20000, i.e. number of multipoles equal to 19999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 15798       5.108170436267e-15       5.958651385727e-17      -7.830924044211e-17       5.411477073922e-17       1.438227929165e-19       9.986614931461e-21       1.757831907140e-23 
 15799       4.967128120821e-15       5.961722493710e-17      -7.948585522689e-17       5.411870757710e-17       1.437705006266e-19       9.983276416170e-21       1.757259057221e-23 
 15800       4.826704456251e-15       5.964776467149e-17      -8.065786887075e-17       5.412257157413e-17       1.437182271217e-19       9.979968141905e-21       1.756685104445e-23 
 15801       4.687056970469e-15       5.967808128908e-17      -8.182392323224e-17       5.412634334899e-17       1.436659723947e-19       9.976690286455e-21       1.756110194548e-23 
 15802       4.548343271053e-15       5.970812299233e-17      -8.298265948299e-17       5.413000351053e-17       1.436137364384e-19       9.973443027695e-21       1.755534473337e-23 
 15803       4.410721045253e-15       5.973783795752e-17      -8.413271810756e-17       5.413353265779e-17       1.435615192455e-19       9.970226543585e-21       1.754958086698e-23 
 15804       4.274348060009e-15       5.976717433474e-17      -8.527273890340e-17       5.413691138003e-17       1.435093208086e-19       9.967041012171e-21       1.754381180585e-23 
 15805       4.139382161963e-15       5.979608024784e-17      -8.640136098067e-17       5.414012025669e-17       1.434571411207e-19       9.963886611584e-21       1.753803901031e-23 
 15806       4.005981277469e-15       5.982450379452e-17      -8.751722276219e-17       5.414313985739e-17       1.434049801744e-19       9.960763520042e-21       1.753226394139e-23 
 15807       3.874303412610e-15       5.985239304624e-17      -8.861896198329e-17       5.414595074195e-17       1.433528379624e-19       9.957671915846e-21       1.752648806090e-23 
 15808       3.744506653204e-15       5.987969604826e-17      -8.970521569172e-17       5.414853346039e-17       1.433007144775e-19       9.954611977387e-21       1.752071283135e-23 
 15809       3.616749164823e-15       5.990636081961e-17      -9.077462024754e-17       5.415086855289e-17       1.432486097124e-19       9.951583883136e-21       1.751493971602e-23 
 15810       3.491189192803e-15       5.993233535313e-17      -9.182581132302e-17       5.415293654985e-17       1.431965236597e-19       9.948587811654e-21       1.750917017892e-23 
 15811       3.367985062256e-15       5.995756761542e-17      -9.285742390249e-17       5.415471797183e-17       1.431444563122e-19       9.945623941587e-21       1.750340568479e-23 
 15812       3.247295178084e-15       5.998200554684e-17      -9.386809228230e-17       5.415619332957e-17       1.430924076626e-19       9.942692451665e-21       1.749764769912e-23 
 15813       3.129278024989e-15       6.000559706153e-17      -9.485645007066e-17       5.415734312401e-17       1.430403777035e-19       9.939793520704e-21       1.749189768814e-23 
 15814       3.014092167489e-15       6.002829004740e-17      -9.582113018753e-17       5.415814784625e-17       1.429883664276e-19       9.936927327608e-21       1.748615711883e-23 
 15815       2.901896249929e-15       6.005003236612e-17      -9.676076486455e-17       5.415858797757e-17       1.429363738276e-19       9.934094051364e-21       1.748042745889e-23 
 15816       2.792848996494e-15       6.007077185309e-17      -9.767398564489e-17       5.415864398944e-17       1.428843998962e-19       9.931293871046e-21       1.747471017678e-23 
 15817       2.687109211221e-15       6.009045631750e-17      -9.855942338316e-17       5.415829634350e-17       1.428324446259e-19       9.928526965814e-21       1.746900674169e-23 
 15818       2.584835778010e-15       6.010903354225e-17      -9.941570824533e-17       5.415752549154e-17       1.427805080094e-19       9.925793514912e-21       1.746331862356e-23 
 15819       2.486187660640e-15       6.012645128402e-17      -1.002414697085e-16       5.415631187556e-17       1.427285900393e-19       9.923093697673e-21       1.745764729306e-23 
 15820       2.391323902782e-15       6.014265727319e-17      -1.010353365611e-16       5.415463592770e-17       1.426766907084e-19       9.920427693513e-21       1.745199422160e-23 
 15821       2.300403628006e-15       6.015759921392e-17      -1.017959369023e-16       5.415247807028e-17       1.426248100091e-19       9.917795681935e-21       1.744636088136e-23 
 15822       2.213586039799e-15       6.017122478405e-17      -1.025218981423e-16       5.414981871579e-17       1.425729479341e-19       9.915197842528e-21       1.744074874522e-23 
 15823       2.131030421576e-15       6.018348163520e-17      -1.032118470020e-16       5.414663826687e-17       1.425211044760e-19       9.912634354965e-21       1.743515928683e-23 
 15824       2.052896136691e-15       6.019431739266e-17      -1.038644095132e-16       5.414291711634e-17       1.424692796274e-19       9.910105399007e-21       1.742959398058e-23 
 15825       1.979342628455e-15       6.020367965548e-17      -1.044782110181e-16       5.413863564718e-17       1.424174733809e-19       9.907611154500e-21       1.742405430158e-23 
 15826       1.910529420139e-15       6.021151599640e-17      -1.050518761693e-16       5.413377423252e-17       1.423656857290e-19       9.905151801376e-21       1.741854172571e-23 
 15827       1.846616114996e-15       6.021777396188e-17      -1.055840289298e-16       5.412831323567e-17       1.423139166643e-19       9.902727519653e-21       1.741305772958e-23 
 15828       1.787762396269e-15       6.022240107209e-17      -1.060732925730e-16       5.412223301006e-17       1.422621661795e-19       9.900338489435e-21       1.740760379054e-23 
 15829       1.734128027205e-15       6.022534482089e-17      -1.065182896822e-16       5.411551389931e-17       1.422104342669e-19       9.897984890911e-21       1.740218138668e-23 
 15830       1.685872851065e-15       6.022655267584e-17      -1.069176421510e-16       5.410813623719e-17       1.421587209192e-19       9.895666904357e-21       1.739679199685e-23 
 15831       1.643156791140e-15       6.022597207821e-17      -1.072699711826e-16       5.410008034761e-17       1.421070261289e-19       9.893384710134e-21       1.739143710062e-23 
 15832       1.606100458407e-15       6.022356319270e-17      -1.075742319686e-16       5.409133138632e-17       1.420553498885e-19       9.891138276254e-21       1.738611773004e-23 
 15833       1.574666934666e-15       6.021933716964e-17      -1.078307180620e-16       5.408189387085e-17       1.420036921900e-19       9.888926720856e-21       1.738083312442e-23 
 15834       1.548779879939e-15       6.021331791825e-17      -1.080400579340e-16       5.407177716401e-17       1.419520530254e-19       9.886748949139e-21       1.737558207427e-23 
 15835       1.528362914870e-15       6.020552936008e-17      -1.082028803802e-16       5.406099063345e-17       1.419004323868e-19       9.884603865743e-21       1.737036336949e-23 
 15836       1.513339620719e-15       6.019599542901e-17      -1.083198145205e-16       5.404954365165e-17       1.418488302660e-19       9.882490374751e-21       1.736517579938e-23 
 15837       1.503633539354e-15       6.018474007130e-17      -1.083914897995e-16       5.403744559590e-17       1.417972466552e-19       9.880407379686e-21       1.736001815261e-23 
 15838       1.499168173248e-15       6.017178724553e-17      -1.084185359862e-16       5.402470584834e-17       1.417456815461e-19       9.878353783513e-21       1.735488921723e-23 
 15839       1.499866985469e-15       6.015716092262e-17      -1.084015831744e-16       5.401133379594e-17       1.416941349309e-19       9.876328488639e-21       1.734978778068e-23 
 15840       1.505653399673e-15       6.014088508588e-17      -1.083412617824e-16       5.399733883051e-17       1.416426068014e-19       9.874330396913e-21       1.734471262979e-23 
 15841       1.516450800104e-15       6.012298373093e-17      -1.082382025531e-16       5.398273034867e-17       1.415910971496e-19       9.872358409623e-21       1.733966255076e-23 
 15842       1.532182531580e-15       6.010348086576e-17      -1.080930365545e-16       5.396751775189e-17       1.415396059674e-19       9.870411427501e-21       1.733463632918e-23 
 15843       1.552771899495e-15       6.008240051073e-17      -1.079063951790e-16       5.395171044649e-17       1.414881332467e-19       9.868488350717e-21       1.732963275003e-23 
 15844       1.578142169803e-15       6.005976669855e-17      -1.076789101442e-16       5.393531784359e-17       1.414366789794e-19       9.866588078884e-21       1.732465059765e-23 
 15845       1.608216569020e-15       6.003560347427e-17      -1.074112134925e-16       5.391834935918e-17       1.413852431575e-19       9.864709511055e-21       1.731968865578e-23 
 15846       1.642918284215e-15       6.000993489533e-17      -1.071039375912e-16       5.390081441407e-17       1.413338257728e-19       9.862851545726e-21       1.731474570755e-23 
 15847       1.682170463002e-15       5.998278503152e-17      -1.067577151326e-16       5.388272243391e-17       1.412824268173e-19       9.861013080830e-21       1.730982053546e-23 
 15848       1.725896213534e-15       5.995417796501e-17      -1.063731791343e-16       5.386408284920e-17       1.412310462828e-19       9.859193013744e-21       1.730491192139e-23 
 15849       1.774018604502e-15       5.992413779031e-17      -1.059509629387e-16       5.384490509526e-17       1.411796841611e-19       9.857390241282e-21       1.730001864661e-23 
 15850       1.826460665120e-15       5.989268861433e-17      -1.054917002135e-16       5.382519861228e-17       1.411283404442e-19       9.855603659703e-21       1.729513949177e-23 
 15851       1.883145385127e-15       5.985985455635e-17      -1.049960249518e-16       5.380497284525e-17       1.410770151239e-19       9.853832164703e-21       1.729027323691e-23 
 15852       1.943995714775e-15       5.982565974799e-17      -1.044645714717e-16       5.378423724404e-17       1.410257081921e-19       9.852074651419e-21       1.728541866143e-23 
 15853       2.008934564825e-15       5.979012833329e-17      -1.038979744167e-16       5.376300126335e-17       1.409744196405e-19       9.850330014428e-21       1.728057454414e-23 
 15854       2.077884806542e-15       5.975328446864e-17      -1.032968687559e-16       5.374127436271e-17       1.409231494611e-19       9.848597147749e-21       1.727573966321e-23 
 15855       2.150769271685e-15       5.971515232281e-17      -1.026618897835e-16       5.371906600652e-17       1.408718976456e-19       9.846874944838e-21       1.727091279620e-23 
 15856       2.227510752506e-15       5.967575607698e-17      -1.019936731193e-16       5.369638566400e-17       1.408206641859e-19       9.845162298592e-21       1.726609272006e-23 
 15857       2.308032001738e-15       5.963511992468e-17      -1.012928547088e-16       5.367324280924e-17       1.407694490737e-19       9.843458101350e-21       1.726127821110e-23 
 15858       2.392255732593e-15       5.959326807185e-17      -1.005600708229e-16       5.364964692115e-17       1.407182523009e-19       9.841761244889e-21       1.725646804504e-23 
 15859       2.480104618755e-15       5.955022473680e-17      -9.979595805817e-17       5.362560748351e-17       1.406670738592e-19       9.840070620424e-21       1.725166099696e-23 
 15860       2.571501294371e-15       5.950601415023e-17      -9.900115333686e-17       5.360113398493e-17       1.406159137405e-19       9.838385118612e-21       1.724685584132e-23 
 15861       2.666368354048e-15       5.946066055525e-17      -9.817629390699e-17       5.357623591890e-17       1.405647719365e-19       9.836703629549e-21       1.724205135198e-23 
 15862       2.764628352846e-15       5.941418820736e-17      -9.732201734236e-17       5.355092278371e-17       1.405136484389e-19       9.835025042770e-21       1.723724630217e-23 
 15863       2.866203806271e-15       5.936662137443e-17      -9.643896154262e-17       5.352520408256e-17       1.404625432396e-19       9.833348247250e-21       1.723243946449e-23 
 15864       2.971017190267e-15       5.931798433675e-17      -9.552776473329e-17       5.349908932344e-17       1.404114563302e-19       9.831672131401e-21       1.722762961094e-23 
 15865       3.078990941216e-15       5.926830138702e-17      -9.458906546584e-17       5.347258801925e-17       1.403603877026e-19       9.829995583077e-21       1.722281551290e-23 
 15866       3.190047455922e-15       5.921759683031e-17      -9.362350261777e-17       5.344570968770e-17       1.403093373484e-19       9.828317489569e-21       1.721799594111e-23 
 15867       3.304109091615e-15       5.916589498412e-17      -9.263171539257e-17       5.341846385137e-17       1.402583052593e-19       9.826636737609e-21       1.721316966571e-23 
 15868       3.421098165937e-15       5.911322017835e-17      -9.161434331988e-17       5.339086003769e-17       1.402072914272e-19       9.824952213366e-21       1.720833545621e-23 
 15869       3.540936956940e-15       5.905959675529e-17      -9.057202625548e-17       5.336290777896e-17       1.401562958436e-19       9.823262802448e-21       1.720349208152e-23 
 15870       3.663547703079e-15       5.900504906966e-17      -8.950540438132e-17       5.333461661231e-17       1.401053185004e-19       9.821567389902e-21       1.719863830990e-23 
 15871       3.788834402891e-15       5.894960759373e-17      -8.841527823698e-17       5.330599832200e-17       1.400543593895e-19       9.819865024761e-21       1.719377327619e-23 
 15872       3.916628195701e-15       5.889332723887e-17      -8.730308897496e-17       5.327707366831e-17       1.400034185049e-19       9.818155413849e-21       1.718889758369e-23 
 15873       4.046741930444e-15       5.883626905095e-17      -8.617043854918e-17       5.324786566489e-17       1.399524958409e-19       9.816438428432e-21       1.718401220327e-23 
 15874       4.178988361378e-15       5.877849410672e-17      -8.501892972404e-17       5.321839733698e-17       1.399015913918e-19       9.814713939711e-21       1.717911810629e-23 
 15875       4.313180148061e-15       5.872006351382e-17      -8.385016607460e-17       5.318869172149e-17       1.398507051517e-19       9.812981818825e-21       1.717421626462e-23 
 15876       4.449129855348e-15       5.866103841078e-17      -8.266575198668e-17       5.315877186698e-17       1.397998371151e-19       9.811241936848e-21       1.716930765059e-23 
 15877       4.586649953364e-15       5.860147996705e-17      -8.146729265700e-17       5.312866083365e-17       1.397489872761e-19       9.809494164790e-21       1.716439323704e-23 
 15878       4.725552817499e-15       5.854144938295e-17      -8.025639409329e-17       5.309838169334e-17       1.396981556290e-19       9.807738373597e-21       1.715947399730e-23 
 15879       4.865650728387e-15       5.848100788974e-17      -7.903466311445e-17       5.306795752955e-17       1.396473421681e-19       9.805974434150e-21       1.715455090519e-23 
 15880       5.006755871893e-15       5.842021674959e-17      -7.780370735064e-17       5.303741143744e-17       1.395965468876e-19       9.804202217270e-21       1.714962493502e-23 
 15881       5.148680339098e-15       5.835913725558e-17      -7.656513524345e-17       5.300676652382e-17       1.395457697817e-19       9.802421593708e-21       1.714469706159e-23 
 15882       5.291236126285e-15       5.829783073172e-17      -7.532055604598e-17       5.297604590714e-17       1.394950108447e-19       9.800632434157e-21       1.713976826019e-23 
 15883       5.434235134922e-15       5.823635853295e-17      -7.407157982300e-17       5.294527271752e-17       1.394442700708e-19       9.798834609241e-21       1.713483950661e-23 
 15884       5.577489171648e-15       5.817478204514e-17      -7.281981745108e-17       5.291447009676e-17       1.393935474542e-19       9.797027989524e-21       1.712991177712e-23 
 15885       5.720809948261e-15       5.811316268511e-17      -7.156688061870e-17       5.288366119830e-17       1.393428429890e-19       9.795212445504e-21       1.712498604849e-23 
 15886       5.864009081697e-15       5.805156190061e-17      -7.031438182638e-17       5.285286918723e-17       1.392921566696e-19       9.793387847614e-21       1.712006329797e-23 
 15887       6.006898094019e-15       5.799004117034e-17      -6.906393438682e-17       5.282211724035e-17       1.392414884901e-19       9.791554066226e-21       1.711514450333e-23 
 15888       6.149288412405e-15       5.792866200397e-17      -6.781715242503e-17       5.279142854608e-17       1.391908384446e-19       9.789710971644e-21       1.711023064279e-23 
 15889       6.290991369124e-15       5.786748594210e-17      -6.657565087843e-17       5.276082630454e-17       1.391402065274e-19       9.787858434112e-21       1.710532269509e-23 
 15890       6.431818201531e-15       5.780657455633e-17      -6.534104549701e-17       5.273033372752e-17       1.390895927326e-19       9.785996323807e-21       1.710042163947e-23 
 15891       6.571580052047e-15       5.774598944921e-17      -6.411495284345e-17       5.269997403846e-17       1.390389970544e-19       9.784124510843e-21       1.709552845563e-23 
 15892       6.710087968142e-15       5.768579225425e-17      -6.289899029321e-17       5.266977047250e-17       1.389884194870e-19       9.782242865270e-21       1.709064412379e-23 
 15893       6.847152902327e-15       5.762604463595e-17      -6.169477603474e-17       5.263974627644e-17       1.389378600245e-19       9.780351257073e-21       1.708576962464e-23 
 15894       6.982585712131e-15       5.756680828981e-17      -6.050392906952e-17       5.260992470877e-17       1.388873186610e-19       9.778449556176e-21       1.708090593939e-23 
 15895       7.116197160094e-15       5.750814494228e-17      -5.932806921224e-17       5.258032903966e-17       1.388367953907e-19       9.776537632433e-21       1.707605404972e-23 
 15896       7.247797913744e-15       5.745011635084e-17      -5.816881709091e-17       5.255098255095e-17       1.387862902077e-19       9.774615355641e-21       1.707121493781e-23 
 15897       7.377198545589e-15       5.739278430395e-17      -5.702779414699e-17       5.252190853617e-17       1.387358031061e-19       9.772682595526e-21       1.706638958633e-23 
 15898       7.504209533098e-15       5.733621062107e-17      -5.590662263554e-17       5.249313030055e-17       1.386853340801e-19       9.770739221756e-21       1.706157897844e-23 
 15899       7.628641258687e-15       5.728045715267e-17      -5.480692562529e-17       5.246467116099e-17       1.386348831237e-19       9.768785103930e-21       1.705678409780e-23 
 15900       7.750304009706e-15       5.722558578024e-17      -5.373032699884e-17       5.243655444609e-17       1.385844502311e-19       9.766820111585e-21       1.705200592857e-23 
 15901       7.869007978421e-15       5.717165841628e-17      -5.267845145272e-17       5.240880349612e-17       1.385340353964e-19       9.764844114195e-21       1.704724545537e-23 
 15902       7.984563262001e-15       5.711873700431e-17      -5.165292449759e-17       5.238144166308e-17       1.384836386136e-19       9.762856981167e-21       1.704250366336e-23 
 15903       8.096779862501e-15       5.706688351888e-17      -5.065537245829e-17       5.235449231064e-17       1.384332598768e-19       9.760858581845e-21       1.703778153815e-23 
 15904       8.205467686852e-15       5.701615996557e-17      -4.968742247404e-17       5.232797881416e-17       1.383828991800e-19       9.758848785511e-21       1.703308006586e-23 
 15905       8.310436546840e-15       5.696662838100e-17      -4.875070249850e-17       5.230192456073e-17       1.383325565175e-19       9.756827461378e-21       1.702840023312e-23 
 15906       8.411496159093e-15       5.691835083283e-17      -4.784684129996e-17       5.227635294911e-17       1.382822318832e-19       9.754794478600e-21       1.702374302702e-23 
 15907       8.508456145071e-15       5.687138941977e-17      -4.697746846142e-17       5.225128738977e-17       1.382319252711e-19       9.752749706264e-21       1.701910943517e-23 
 15908       8.601126031042e-15       5.682580627156e-17      -4.614421438075e-17       5.222675130490e-17       1.381816366753e-19       9.750693013392e-21       1.701450044566e-23 
 15909       8.689315248076e-15       5.678166354904e-17      -4.534871027081e-17       5.220276812838e-17       1.381313660899e-19       9.748624268943e-21       1.700991704708e-23 
 15910       8.772865585885e-15       5.673901302255e-17      -4.459231451152e-17       5.217935731895e-17       1.380811135086e-19       9.746543318191e-21       1.700535989768e-23 
 15911       8.851748587033e-15       5.669786479698e-17      -4.387529143075e-17       5.215652239566e-17       1.380308789238e-19       9.744449911833e-21       1.700082833250e-23 
 15912       8.925968242463e-15       5.665821855798e-17      -4.319763176685e-17       5.213426289140e-17       1.379806623277e-19       9.742343776819e-21       1.699632135536e-23 
 15913       8.995528545784e-15       5.662007399079e-17      -4.255932624788e-17       5.211257833875e-17       1.379304637124e-19       9.740224639959e-21       1.699183796955e-23 
 15914       9.060433493282e-15       5.658343078030e-17      -4.196036559167e-17       5.209146826994e-17       1.378802830699e-19       9.738092227930e-21       1.698737717785e-23 
 15915       9.120687083915e-15       5.654828861101e-17      -4.140074050572e-17       5.207093221692e-17       1.378301203926e-19       9.735946267272e-21       1.698293798256e-23 
 15916       9.176293319313e-15       5.651464716706e-17      -4.088044168728e-17       5.205096971131e-17       1.377799756723e-19       9.733786484391e-21       1.697851938546e-23 
 15917       9.227256203783e-15       5.648250613223e-17      -4.039945982332e-17       5.203158028439e-17       1.377298489013e-19       9.731612605557e-21       1.697412038782e-23 
 15918       9.273579744303e-15       5.645186518989e-17      -3.995778559053e-17       5.201276346716e-17       1.376797400716e-19       9.729424356902e-21       1.696973999042e-23 
 15919       9.315267950528e-15       5.642272402306e-17      -3.955540965530e-17       5.199451879028e-17       1.376296491753e-19       9.727221464425e-21       1.696537719351e-23 
 15920       9.352324834788e-15       5.639508231439e-17      -3.919232267374e-17       5.197684578410e-17       1.375795762045e-19       9.725003653988e-21       1.696103099687e-23 
 15921       9.384754412089e-15       5.636893974615e-17      -3.886851529167e-17       5.195974397863e-17       1.375295211513e-19       9.722770651318e-21       1.695670039974e-23 
 15922       9.412560700112e-15       5.634429600024e-17      -3.858397814464e-17       5.194321290360e-17       1.374794840076e-19       9.720522182005e-21       1.695238440089e-23 
 15923       9.435747719216e-15       5.632115075818e-17      -3.833870185787e-17       5.192725208840e-17       1.374294647656e-19       9.718257971505e-21       1.694808199855e-23 
 15924       9.454319492436e-15       5.629950370112e-17      -3.813267704632e-17       5.191186106209e-17       1.373794634173e-19       9.715977745136e-21       1.694379219046e-23 
 15925       9.468280045486e-15       5.627935450983e-17      -3.796589431463e-17       5.189703935344e-17       1.373294799548e-19       9.713681228083e-21       1.693951397386e-23 
 15926       9.477633406757e-15       5.626070286473e-17      -3.783834425717e-17       5.188278649089e-17       1.372795143699e-19       9.711368145392e-21       1.693524634547e-23 
 15927       9.482383607319e-15       5.624354844583e-17      -3.775001745797e-17       5.186910200256e-17       1.372295666549e-19       9.709038221975e-21       1.693098830152e-23 
 15928       9.482534680921e-15       5.622789093280e-17      -3.770090449080e-17       5.185598541624e-17       1.371796368016e-19       9.706691182608e-21       1.692673883773e-23 
 15929       9.478090663991e-15       5.621373000491e-17      -3.769099591911e-17       5.184343625942e-17       1.371297248022e-19       9.704326751931e-21       1.692249694930e-23 
 15930       9.469055595637e-15       5.620106534108e-17      -3.772028229602e-17       5.183145405927e-17       1.370798306485e-19       9.701944654447e-21       1.691826163095e-23 
 15931       9.455433517648e-15       5.618989661983e-17      -3.778875416438e-17       5.182003834264e-17       1.370299543325e-19       9.699544614525e-21       1.691403187686e-23 
 15932       9.437228474492e-15       5.618022351933e-17      -3.789640205672e-17       5.180918863604e-17       1.369800958463e-19       9.697126356396e-21       1.690980668074e-23 
 15933       9.414444513321e-15       5.617204571735e-17      -3.804321649524e-17       5.179890446571e-17       1.369302551819e-19       9.694689604156e-21       1.690558503576e-23 
 15934       9.387085683966e-15       5.616536289132e-17      -3.822918799185e-17       5.178918535751e-17       1.368804323311e-19       9.692234081766e-21       1.690136593462e-23 
 15935       9.355156038942e-15       5.616017471827e-17      -3.845430704814e-17       5.178003083704e-17       1.368306272859e-19       9.689759513048e-21       1.689714836947e-23 
 15936       9.318659633446e-15       5.615648087485e-17      -3.871856415537e-17       5.177144042953e-17       1.367808400383e-19       9.687265621692e-21       1.689293133200e-23 
 15937       9.277600525357e-15       5.615428103736e-17      -3.902194979449e-17       5.176341365994e-17       1.367310705802e-19       9.684752131248e-21       1.688871381336e-23 
 15938       9.231982775240e-15       5.615357488172e-17      -3.936445443613e-17       5.175595005287e-17       1.366813189036e-19       9.682218765132e-21       1.688449480420e-23 
 15939       9.181810446341e-15       5.615436208345e-17      -3.974606854060e-17       5.174904913263e-17       1.366315850003e-19       9.679665246624e-21       1.688027329467e-23 
 15940       9.127087604593e-15       5.615664231772e-17      -4.016678255788e-17       5.174271042319e-17       1.365818688623e-19       9.677091298866e-21       1.687604827442e-23 
 15941       9.067818318612e-15       5.616041525932e-17      -4.062658692762e-17       5.173693344821e-17       1.365321704815e-19       9.674496644867e-21       1.687181873258e-23 
 15942       9.004006659700e-15       5.616568058267e-17      -4.112547207916e-17       5.173171773104e-17       1.364824898497e-19       9.671881007496e-21       1.686758365777e-23 
 15943       8.935656701846e-15       5.617243796180e-17      -4.166342843148e-17       5.172706279469e-17       1.364328269590e-19       9.669244109490e-21       1.686334203811e-23 
 15944       8.862772521723e-15       5.618068707038e-17      -4.224044639326e-17       5.172296816188e-17       1.363831818010e-19       9.666585673446e-21       1.685909286122e-23 
 15945       8.785358198692e-15       5.619042758169e-17      -4.285651636282e-17       5.171943335498e-17       1.363335543678e-19       9.663905421826e-21       1.685483511420e-23 
 15946       8.703417814801e-15       5.620165916866e-17      -4.351162872816e-17       5.171645789607e-17       1.362839446513e-19       9.661203076956e-21       1.685056778365e-23 
 15947       8.616955454787e-15       5.621438150382e-17      -4.420577386692e-17       5.171404130688e-17       1.362343526431e-19       9.658478361027e-21       1.684628985566e-23 
 15948       8.525975206072e-15       5.622859425933e-17      -4.493894214644e-17       5.171218310884e-17       1.361847783353e-19       9.655730996091e-21       1.684200031582e-23 
 15949       8.430512004046e-15       5.624428694154e-17      -4.571085727772e-17       5.171087902744e-17       1.361352217199e-19       9.652960826662e-21       1.683769836625e-23 
 15950       8.330724198847e-15       5.626140838439e-17      -4.652017611011e-17       5.171010960150e-17       1.360856827907e-19       9.650168187623e-21       1.683338407698e-23 
 15951       8.226801073679e-15       5.627989722798e-17      -4.736528810098e-17       5.170985156344e-17       1.360361615415e-19       9.647353536657e-21       1.682905773520e-23 
 15952       8.118932007291e-15       5.629969208142e-17      -4.824458189466e-17       5.171008163392e-17       1.359866579665e-19       9.644517331679e-21       1.682471962821e-23 
 15953       8.007306473988e-15       5.632073152283e-17      -4.915644532237e-17       5.171077652188e-17       1.359371720594e-19       9.641660030836e-21       1.682037004349e-23 
 15954       7.892114043647e-15       5.634295409935e-17      -5.009926540201e-17       5.171191292447e-17       1.358877038142e-19       9.638782092507e-21       1.681600926864e-23 
 15955       7.773544381731e-15       5.636629832715e-17      -5.107142833812e-17       5.171346752712e-17       1.358382532249e-19       9.635883975307e-21       1.681163759143e-23 
 15956       7.651787249307e-15       5.639070269136e-17      -5.207131952168e-17       5.171541700349e-17       1.357888202855e-19       9.632966138080e-21       1.680725529976e-23 
 15957       7.527032503058e-15       5.641610564616e-17      -5.309732353002e-17       5.171773801551e-17       1.357394049898e-19       9.630029039906e-21       1.680286268168e-23 
 15958       7.399470095298e-15       5.644244561469e-17      -5.414782412670e-17       5.172040721333e-17       1.356900073318e-19       9.627073140095e-21       1.679846002537e-23 
 15959       7.269290073990e-15       5.646966098909e-17      -5.522120426134e-17       5.172340123534e-17       1.356406273053e-19       9.624098898191e-21       1.679404761919e-23 
 15960       7.136682582758e-15       5.649769013048e-17      -5.631584606954e-17       5.172669670818e-17       1.355912649044e-19       9.621106773973e-21       1.678962575162e-23 
 15961       7.001837860902e-15       5.652647136898e-17      -5.743013087272e-17       5.173027024674e-17       1.355419201228e-19       9.618097227449e-21       1.678519471129e-23 
 15962       6.864946243416e-15       5.655594300366e-17      -5.856243917801e-17       5.173409845413e-17       1.354925929545e-19       9.615070718864e-21       1.678075478698e-23 
 15963       6.726198161001e-15       5.658604330257e-17      -5.971115067812e-17       5.173815792168e-17       1.354432833933e-19       9.612027708693e-21       1.677630626761e-23 
 15964       6.585784140077e-15       5.661671050274e-17      -6.087464425119e-17       5.174242522900e-17       1.353939914332e-19       9.608968657646e-21       1.677184944225e-23 
 15965       6.443894802805e-15       5.664788281013e-17      -6.205129796070e-17       5.174687694387e-17       1.353447170680e-19       9.605894026664e-21       1.676738460012e-23 
 15966       6.300720867096e-15       5.667949839969e-17      -6.323948905530e-17       5.175148962235e-17       1.352954602916e-19       9.602804276925e-21       1.676291203058e-23 
 15967       6.156453146629e-15       5.671149541528e-17      -6.443759396875e-17       5.175623980870e-17       1.352462210978e-19       9.599699869836e-21       1.675843202314e-23 
 15968       6.011282550862e-15       5.674381196976e-17      -6.564398831969e-17       5.176110403541e-17       1.351969994805e-19       9.596581267039e-21       1.675394486745e-23 
 15969       5.865400085056e-15       5.677638614488e-17      -6.685704691161e-17       5.176605882319e-17       1.351477954335e-19       9.593448930409e-21       1.674945085331e-23 
 15970       5.718996850278e-15       5.680915599135e-17      -6.807514373267e-17       5.177108068100e-17       1.350986089506e-19       9.590303322056e-21       1.674495027067e-23 
 15971       5.572264043425e-15       5.684205952882e-17      -6.929665195559e-17       5.177614610597e-17       1.350494400257e-19       9.587144904320e-21       1.674044340961e-23 
 15972       5.425392957237e-15       5.687503474584e-17      -7.051994393749e-17       5.178123158349e-17       1.350002886527e-19       9.583974139778e-21       1.673593056039e-23 
 15973       5.278574980309e-15       5.690801959991e-17      -7.174339121983e-17       5.178631358714e-17       1.349511548252e-19       9.580791491237e-21       1.673141201337e-23 
 15974       5.132001597109e-15       5.694095201743e-17      -7.296536452821e-17       5.179136857873e-17       1.349020385372e-19       9.577597421740e-21       1.672688805910e-23 
 15975       4.985864387992e-15       5.697376989372e-17      -7.418423377230e-17       5.179637300827e-17       1.348529397824e-19       9.574392394562e-21       1.672235898824e-23 
 15976       4.840355029216e-15       5.700641109299e-17      -7.539836804565e-17       5.180130331400e-17       1.348038585547e-19       9.571176873214e-21       1.671782509163e-23 
 15977       4.695665292954e-15       5.703881344839e-17      -7.660613562563e-17       5.180613592234e-17       1.347547948477e-19       9.567951321436e-21       1.671328666022e-23 
 15978       4.551987047314e-15       5.707091476192e-17      -7.780590397327e-17       5.181084724795e-17       1.347057486554e-19       9.564716203205e-21       1.670874398514e-23 
