# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.470432294394e+11       3.495793399806e-20       3.152063072775e-06       4.664983616678e+16       1.417899833311e+04       9.642741380932e-08       2.084925705131e+15       1.819844515442e-06       1.286350149459e+33       7.853200139812e+24       4.255585481169e+25       3.426601706359e-08       8.898570145193e+32       2.176207214388e+33       2.483875539468e-12       1.999999983785e+00 
       1.460210818663e+11       3.544905801091e-20       3.174127414241e-06       4.600353254186e+16       1.417899833309e+04       9.710240570587e-08       2.070432676393e+15       1.832583426962e-06       1.250953939385e+33       7.690565121321e+24       4.167454883311e+25       3.426601706359e-08       8.653710175801e+32       2.116325006330e+33       2.518771506638e-12       1.999999983672e+00 
       1.450060395892e+11       3.594708182497e-20       3.196346369805e-06       4.536618304006e+16       1.417899833307e+04       9.778212254568e-08       2.056040393634e+15       1.845411510861e-06       1.216531718925e+33       7.531298175561e+24       4.081149416757e+25       3.426601706359e-08       8.415587963558e+32       2.058090563624e+33       2.554157727244e-12       1.999999983558e+00 
       1.439980532166e+11       3.645210237555e-20       3.218721758458e-06       4.473766360774e+16       1.417899833305e+04       9.846659740337e-08       2.041748156534e+15       1.858329391346e-06       1.183056687027e+33       7.375329551785e+24       3.996631284143e+25       3.426601706359e-08       8.184018107103e+32       2.001458545079e+33       2.590041088857e-12       1.999999983442e+00 
       1.429970737006e+11       3.696421795980e-20       3.241251761210e-06       4.411785190993e+16       1.417899833302e+04       9.915586358507e-08       2.027555269643e+15       1.871337696993e-06       1.150502780113e+33       7.222590943742e+24       3.913863470866e+25       3.426601706359e-08       7.958820306725e+32       1.946384857147e+33       2.626428575812e-12       1.999999983327e+00 
       1.420030523342e+11       3.748352825586e-20       3.263940016041e-06       4.350662730655e+16       1.417899833300e+04       9.984995463003e-08       2.013461042342e+15       1.884437060778e-06       1.118844651793e+33       7.073015459764e+24       3.832809728872e+25       3.426601706359e-08       7.739819223977e+32       1.892826619591e+33       2.663327270564e-12       1.999999983210e+00 
       1.410159407490e+11       3.801013434222e-20       3.286788341939e-06       4.290387082891e+16       1.417899833298e+04       1.005489043123e-07       1.999464788817e+15       1.897628120109e-06       1.088057653126e+33       6.926537593467e+24       3.753434560784e+25       3.426601706359e-08       7.526844345164e+32       1.840742132103e+33       2.700744355072e-12       1.999999983092e+00 
       1.400356909125e+11       3.854413871745e-20       3.309796738904e-06       4.230946515652e+16       1.417899833295e+04       1.012527466424e-07       1.985565828017e+15       1.910911516854e-06       1.058117813433e+33       6.783093195063e+24       3.675703204352e+25       3.426601706359e-08       7.319729848575e+32       1.790090841831e+33       2.738687112194e-12       1.999999982974e+00 
       1.390622551266e+11       3.908564532009e-20       3.332965206937e-06       4.172329459434e+16       1.417899833293e+04       1.019615158687e-07       1.971763483628e+15       1.924287897374e-06       1.029001821630e+33       6.642619443272e+24       3.599581617233e+25       3.426601706359e-08       7.118314475382e+32       1.740833311806e+33       2.777162927104e-12       1.999999982855e+00 
       1.380955860244e+11       3.963475954895e-20       3.356295565027e-06       4.114524505019e+16       1.417899833291e+04       1.026752464797e-07       1.958057084036e+15       1.937757912557e-06       1.000687008077e+33       6.505054817800e+24       3.525036462078e+25       3.426601706359e-08       6.922441404076e+32       1.692931190240e+33       2.816179288731e-12       1.999999982735e+00 
       1.371356365683e+11       4.019158828357e-20       3.379789632163e-06       4.057520401254e+16       1.417899833288e+04       1.033939732049e-07       1.944445962296e+15       1.951322217844e-06       9.731513269313e+32       6.370339072404e+24       3.452035091938e+25       3.426601706359e-08       6.731958128373e+32       1.646347180659e+33       2.855743791215e-12       1.999999982614e+00 
       1.361823600480e+11       4.075623990502e-20       3.403447408346e-06       4.001306052868e+16       1.417899833286e+04       1.041177310172e-07       1.930929456099e+15       1.964981473268e-06       9.463733389806e+32       6.238413208502e+24       3.380545535959e+25       3.426601706359e-08       6.546716338471e+32       1.601045012872e+33       2.895864135387e-12       1.999999982492e+00 
       1.352357100774e+11       4.132882431706e-20       3.427272531553e-06       3.945870518304e+16       1.417899833284e+04       1.048465551342e-07       1.917506907741e+15       1.978736343477e-06       9.203321949500e+32       6.109219449339e+24       3.310536485385e+25       3.426601706359e-08       6.366571805573e+32       1.556989414722e+33       2.936548130267e-12       1.999999982370e+00 
       1.342956405932e+11       4.190945296746e-20       3.451263182797e-06       3.891203007596e+16       1.417899833281e+04       1.055804810199e-07       1.904177664089e+15       1.992587497777e-06       8.950076192699e+32       5.982701214680e+24       3.241977279847e+25       3.426601706359e-08       6.191384269597e+32       1.514146084632e+33       2.977803694583e-12       1.999999982246e+00 
       1.333621058522e+11       4.249823886971e-20       3.475421181065e-06       3.837292880264e+16       1.417899833279e+04       1.063195443869e-07       1.890941076549e+15       2.006535610156e-06       8.703798942888e+32       5.858803096033e+24       3.174837893932e+25       3.426601706359e-08       6.021017329963e+32       1.472481664892e+33       3.019638858315e-12       1.999999982122e+00 
       1.324350604291e+11       4.309529662505e-20       3.499750164337e-06       3.784129643246e+16       1.417899833276e+04       1.070637811975e-07       1.877796501038e+15       2.020581359319e-06       8.464298449215e+32       5.737470832383e+24       3.109088924035e+25       3.426601706359e-08       5.855338339398e+32       1.431963715690e+33       3.062061764254e-12       1.999999981997e+00 
       1.315144592145e+11       4.370074244474e-20       3.524248313624e-06       3.731702948856e+16       1.417899833274e+04       1.078132276657e-07       1.864743297949e+15       2.034725428725e-06       8.231388237193e+32       5.618651286426e+24       3.044701575482e+25       3.426601706359e-08       5.694218300653e+32       1.392560689850e+33       3.105080669591e-12       1.999999981871e+00 
       1.306002574126e+11       4.431469417269e-20       3.548917447915e-06       3.680002592766e+16       1.417899833272e+04       1.085679202592e-07       1.851780832120e+15       2.048968506616e-06       8.004886963512e+32       5.502292421301e+24       2.981647649921e+25       3.426601706359e-08       5.537531766067e+32       1.354241908277e+33       3.148703947520e-12       1.999999981744e+00 
       1.296924105388e+11       4.493727130842e-20       3.573759386200e-06       3.629018512024e+16       1.417899833269e+04       1.093278957009e-07       1.838908472806e+15       2.063311286050e-06       7.784618274846e+32       5.388343277799e+24       2.919899532969e+25       3.426601706359e-08       5.385156739897e+32       1.316977536062e+33       3.192940088873e-12       1.999999981616e+00 
       1.287908744178e+11       4.556859503027e-20       3.598775947466e-06       3.578740783094e+16       1.417899833267e+04       1.100931909706e-07       1.826125593647e+15       2.077754464939e-06       7.570410670544e+32       5.276753952043e+24       2.859430182121e+25       3.426601706359e-08       5.236974583326e+32       1.280738559258e+33       3.237797703767e-12       1.999999981487e+00 
       1.278956051815e+11       4.620878821903e-20       3.623967131716e-06       3.529159619923e+16       1.417899833264e+04       1.108638433073e-07       1.813431572635e+15       2.092298746078e-06       7.362097369099e+32       5.167475573638e+24       2.800213114904e+25       3.426601706359e-08       5.092869922098e+32       1.245496762289e+33       3.283285523284e-12       1.999999981358e+00 
       1.270065592666e+11       4.685797548183e-20       3.649334757938e-06       3.480265372038e+16       1.417899833262e+04       1.116398902103e-07       1.800825792086e+15       2.106944837184e-06       7.159516178295e+32       5.060460284264e+24       2.742222397284e+25       3.426601706359e-08       4.952730556683e+32       1.211224705980e+33       3.329412401168e-12       1.999999981227e+00 
       1.261236934126e+11       4.751628317644e-20       3.674880645121e-06       3.432048522667e+16       1.417899833259e+04       1.124213694416e-07       1.788307638612e+15       2.121693450925e-06       6.962509368921e+32       4.955661216717e+24       2.685432632302e+25       3.426601706359e-08       4.816447374920e+32       1.177895706194e+33       3.376187315550e-12       1.999999981096e+00 
       1.252469646600e+11       4.818383943578e-20       3.700604793266e-06       3.384499686888e+16       1.417899833256e+04       1.132083190275e-07       1.775876503087e+15       2.136545304961e-06       6.770923551969e+32       4.853032474386e+24       2.629818948958e+25       3.426601706359e-08       4.683914267065e+32       1.145483813055e+33       3.423619370696e-12       1.999999980964e+00 
       1.243763303475e+11       4.886077419294e-20       3.726509021362e-06       3.337609609800e+16       1.417899833254e+04       1.140007772605e-07       1.763531780619e+15       2.151501121974e-06       6.584609559198e+32       4.752529111151e+24       2.575356991313e+25       3.426601706359e-08       4.555028043170e+32       1.113963790743e+33       3.471717798774e-12       1.999999980830e+00 
       1.235117481107e+11       4.954721920645e-20       3.752595148399e-06       3.291369164722e+16       1.417899833251e+04       1.147987827012e-07       1.751272870521e+15       2.166561629704e-06       6.403422326999e+32       4.654107111696e+24       2.522022907824e+25       3.426601706359e-08       4.429688352744e+32       1.083311097849e+33       3.520491961659e-12       1.999999980696e+00 
       1.226531758795e+11       5.024330808588e-20       3.778863174375e-06       3.245769351420e+16       1.417899833249e+04       1.156023741799e-07       1.739099176283e+15       2.181727560987e-06       6.227220783445e+32       4.557723372240e+24       2.469793340903e+25       3.426601706359e-08       4.307797606615e+32       1.053501868262e+33       3.569951352749e-12       1.999999980561e+00 
       1.218005718763e+11       5.094917631791e-20       3.805314918282e-06       3.200801294349e+16       1.417899833246e+04       1.164115907990e-07       1.727010105541e+15       2.196999653787e-06       6.055867738454e+32       4.463335681651e+24       2.418645416678e+25       3.426601706359e-08       4.189260900953e+32       1.024512892590e+33       3.620105598813e-12       1.999999980425e+00 
       1.209538946139e+11       5.166496129266e-20       3.831952199107e-06       3.156456240931e+16       1.417899833243e+04       1.172264719344e-07       1.715005070046e+15       2.212378651234e-06       5.889229776973e+32       4.370902702967e+24       2.368556734986e+25       3.426601706359e-08       4.073985943375e+32       9.963216000913e+32       3.670964461871e-12       1.999999980288e+00 
       1.201131028936e+11       5.239080233046e-20       3.858775016852e-06       3.112725559850e+16       1.417899833241e+04       1.180470572377e-07       1.703083485643e+15       2.227865301662e-06       5.727177155100e+32       4.280383955288e+24       2.319505359555e+25       3.426601706359e-08       3.961882981087e+32       9.689060410941e+32       3.722537841084e-12       1.999999980150e+00 
       1.192781558030e+11       5.312684070892e-20       3.885787009494e-06       3.069600739369e+16       1.417899833238e+04       1.188733866382e-07       1.691244772234e+15       2.243460358641e-06       5.569583699070e+32       4.191739796050e+24       2.271469808400e+25       3.426601706359e-08       3.852864731001e+32       9.422448699135e+32       3.774835774692e-12       1.999999980011e+00 
       1.184490127139e+11       5.387321969049e-20       3.912988177035e-06       3.027073385678e+16       1.417899833235e+04       1.197055003445e-07       1.679488353754e+15       2.259164581017e-06       5.416326707009e+32       4.104931403661e+24       2.224429044416e+25       3.426601706359e-08       3.746846311781e+32       9.163173282282e+32       3.827868441957e-12       1.999999979871e+00 
       1.176256332809e+11       5.463008455029e-20       3.940378519474e-06       2.985135221257e+16       1.417899833232e+04       1.205434388467e-07       1.667813658143e+15       2.274978732948e-06       5.267286853407e+32       4.019920760502e+24       2.178362466164e+25       3.426601706359e-08       3.643745177749e+32       8.911032289192e+32       3.881646165154e-12       1.999999979730e+00 
       1.168079774388e+11       5.539758260444e-20       3.967961674789e-06       2.943778083266e+16       1.417899833230e+04       1.213872429185e-07       1.656220117318e+15       2.290903583941e-06       5.122348096205e+32       3.936670636274e+24       2.133249898846e+25       3.426601706359e-08       3.543481054621e+32       8.665829403517e+32       3.936179411573e-12       1.999999979588e+00 
       1.159960054009e+11       5.617586323866e-20       3.995737642981e-06       2.902993921955e+16       1.417899833227e+04       1.222369536187e-07       1.644707167144e+15       2.306939908888e-06       4.981397586449e+32       3.855144571698e+24       2.089071585474e+25       3.426601706359e-08       3.445975876999e+32       8.427373710907e+32       3.991478795558e-12       1.999999979445e+00 
       1.151896776573e+11       5.696507793744e-20       4.023706424050e-06       2.862774799099e+16       1.417899833224e+04       1.230926122938e-07       1.633274247408e+15       2.323088488108e-06       4.844325580423e+32       3.775306862541e+24       2.045808178215e+25       3.426601706359e-08       3.351153727597e+32       8.195479550354e+32       4.047555080578e-12       1.999999979302e+00 
       1.143889549724e+11       5.776538031344e-20       4.051873474964e-06       2.823112886451e+16       1.417899833221e+04       1.239542605797e-07       1.621920801792e+15       2.339350107381e-06       4.711025354206e+32       3.697122543986e+24       2.003440729917e+25       3.426601706359e-08       3.258940778124e+32       7.969966369646e+32       4.104419181313e-12       1.999999979157e+00 
       1.135937983837e+11       5.857692613744e-20       4.080236976733e-06       2.784000464221e+16       1.417899833218e+04       1.248219404035e-07       1.610646277843e+15       2.355725557986e-06       4.581393120575e+32       3.620557375315e+24       1.961950685813e+25       3.426601706359e-08       3.169265231809e+32       7.750658584785e+32       4.162082165787e-12       1.999999979011e+00 
       1.128041691993e+11       5.939987336863e-20       4.108798748348e-06       2.745429919571e+16       1.417899833216e+04       1.256956939861e-07       1.599450126951e+15       2.372215636744e-06       4.455327948195e+32       3.545577824915e+24       1.921319875393e+25       3.426601706359e-08       3.082057267496e+32       7.537385443278e+32       4.220555257517e-12       1.999999978864e+00 
       1.120200289962e+11       6.023438218538e-20       4.137558789807e-06       2.707393745134e+16       1.417899833213e+04       1.265755638438e-07       1.588331804317e+15       2.388821146051e-06       4.332731683038e+32       3.472151055590e+24       1.881530504448e+25       3.426601706359e-08       2.997248985280e+32       7.329980891192e+32       4.279849837700e-12       1.999999978716e+00 
       1.112413396188e+11       6.108061501642e-20       4.166522558080e-06       2.669884537552e+16       1.417899833210e+04       1.274615927905e-07       1.577290768930e+15       2.405542893921e-06       4.213508871957e+32       3.400244910187e+24       1.842565147277e+25       3.426601706359e-08       2.914774353644e+32       7.128283443861e+32       4.339977447426e-12       1.999999978567e+00 
       1.104680631766e+11       6.193873657240e-20       4.195688234176e-06       2.632894996037e+16       1.417899833207e+04       1.283538239398e-07       1.566326483542e+15       2.422381694024e-06       4.097566688370e+32       3.329827897504e+24       1.804406739053e+25       3.426601706359e-08       2.834569158048e+32       6.932136060157e+32       4.400949789928e-12       1.999999978417e+00 
       1.097001620422e+11       6.280891387804e-20       4.225057637086e-06       2.596417920948e+16       1.417899833204e+04       1.292523007072e-07       1.555438414635e+15       2.439338365725e-06       3.984814859982e+32       3.260869178504e+24       1.767038568351e+25       3.426601706359e-08       2.756570950924e+32       6.741386020219e+32       4.462778732856e-12       1.999999978266e+00 
       1.089375988502e+11       6.369131630455e-20       4.254632585798e-06       2.560446212390e+16       1.417899833201e+04       1.301570668119e-07       1.544626032405e+15       2.456413734126e-06       3.875165598501e+32       3.193338552809e+24       1.730444269833e+25       3.426601706359e-08       2.680719003064e+32       6.555884806543e+32       4.525476310589e-12       1.999999978114e+00 
       1.081803364947e+11       6.458611560265e-20       4.284416718292e-06       2.524972868834e+16       1.417899833198e+04       1.310681662794e-07       1.533888810726e+15       2.473608630104e-06       3.768533531285e+32       3.127206445471e+24       1.694607817073e+25       3.426601706359e-08       2.606954256331e+32       6.375487988348e+32       4.589054726577e-12       1.999999977960e+00 
       1.074283381278e+11       6.549348593599e-20       4.314406396588e-06       2.489990985752e+16       1.417899833195e+04       1.319856434431e-07       1.523226227132e+15       2.490923890351e-06       3.664835634872e+32       3.062443894022e+24       1.659513515544e+25       3.426601706359e-08       2.535219277677e+32       6.200055109124e+32       4.653526355716e-12       1.999999977806e+00 
       1.066815671576e+11       6.641360391504e-20       4.344607077655e-06       2.455493754272e+16       1.417899833192e+04       1.329095429470e-07       1.512637762789e+15       2.508360357418e-06       3.563991170340e+32       2.999022535790e+24       1.625145995745e+25       3.426601706359e-08       2.465458214425e+32       6.029449577270e+32       4.718903746758e-12       1.999999977651e+00 
       1.059399872468e+11       6.734664863148e-20       4.375020580483e-06       2.421474459858e+16       1.417899833189e+04       1.338399097474e-07       1.502122902468e+15       2.525918879752e-06       3.465921620439e+32       2.936914595474e+24       1.591490206466e+25       3.426601706359e-08       2.397616750788e+32       5.863538559745e+32       4.785199624751e-12       1.999999977494e+00 
       1.052035623106e+11       6.829280169303e-20       4.405645086081e-06       2.387926480997e+16       1.417899833186e+04       1.347767891154e-07       1.491681134522e+15       2.543600311740e-06       3.370550628464e+32       2.876092872986e+24       1.558531408199e+25       3.426601706359e-08       2.331642065570e+32       5.702192878648e+32       4.852426893519e-12       1.999999977337e+00 
       1.044722565150e+11       6.925224725884e-20       4.436484232428e-06       2.354843287914e+16       1.417899833183e+04       1.357202266389e-07       1.481311950862e+15       2.561405513749e-06       3.277803938797e+32       2.816530731532e+24       1.526255166682e+25       3.426601706359e-08       2.267482791046e+32       5.545286910634e+32       4.920598638169e-12       1.999999977178e+00 
       1.037460342750e+11       7.022517207529e-20       4.467539838515e-06       2.322218441299e+16       1.417899833180e+04       1.366702682252e-07       1.471014846930e+15       2.579335352170e-06       3.187609339098e+32       2.758202085954e+24       1.494647346578e+25       3.426601706359e-08       2.205088972965e+32       5.392698489109e+32       4.989728127644e-12       1.999999977018e+00 
       1.030248602532e+11       7.121176551238e-20       4.498811904341e-06       2.290045591055e+16       1.417899833177e+04       1.376269601025e-07       1.460789321674e+15       2.597390699458e-06       3.099896604076e+32       2.701081391298e+24       1.463694105284e+25       3.426601706359e-08       2.144412031655e+32       5.244308809112e+32       5.059828817299e-12       1.999999976858e+00 
       1.023086993576e+11       7.221221960055e-20       4.530304067885e-06       2.258318475062e+16       1.417899833173e+04       1.385903488230e-07       1.450634877528e+15       2.615572434174e-06       3.014597440815e+32       2.645143631632e+24       1.433381886871e+25       3.426601706359e-08       2.085404724203e+32       5.100002334808e+32       5.130914351526e-12       1.999999976696e+00 
       1.015975167404e+11       7.322672906809e-20       4.562016329146e-06       2.227030917957e+16       1.417899833170e+04       1.395604812645e-07       1.440551020381e+15       2.633881441030e-06       2.931645435599e+32       2.590364309090e+24       1.403697416142e+25       3.426601706359e-08       2.028021107665e+32       4.959666709537e+32       5.202998566406e-12       1.999999976532e+00 
       1.008912777958e+11       7.425549137902e-20       4.593950507115e-06       2.196176829933e+16       1.417899833167e+04       1.405374046331e-07       1.430537259560e+15       2.652318610932e-06       2.850976002204e+32       2.536719433139e+24       1.374627692823e+25       3.426601706359e-08       1.972216503301e+32       4.823192668335e+32       5.276095492403e-12       1.999999976368e+00 
       1.001899481586e+11       7.529870677153e-20       4.626108420780e-06       2.165750205553e+16       1.417899833164e+04       1.415211664652e-07       1.420593107802e+15       2.670884841021e-06       2.772526331609e+32       2.484185510079e+24       1.346159985867e+25       3.426601706359e-08       1.917947461785e+32       4.690473952852e+32       5.350219357095e-12       1.999999976203e+00 
       9.949349370264e+10       7.635657829697e-20       4.658491889131e-06       2.135745122582e+16       1.417899833161e+04       1.425118146302e-07       1.410718081230e+15       2.689581034717e-06       2.696235343099e+32       2.432739532747e+24       1.318281827881e+25       3.426601706359e-08       1.865171729377e+32       4.561407228631e+32       5.425384587944e-12       1.999999976036e+00 
       9.880188053882e+10       7.742931185934e-20       4.691100912169e-06       2.106155740833e+16       1.417899833157e+04       1.435093973324e-07       1.400911699330e+15       2.708408101767e-06       2.622043636698e+32       2.382358970447e+24       1.290981009661e+25       3.426601706359e-08       1.813848215023e+32       4.435892004643e+32       5.501605815102e-12       1.999999975868e+00 
       9.811507501368e+10       7.851711625541e-20       4.723937308881e-06       2.076976301032e+16       1.417899833154e+04       1.445139631134e-07       1.391173484932e+15       2.727366958284e-06       2.549893446930e+32       2.333021759078e+24       1.264245574852e+25       3.426601706359e-08       1.763936958364e+32       4.313830555048e+32       5.578897874260e-12       1.999999975699e+00 
       9.743304370767e+10       7.962020321530e-20       4.757006536238e-06       2.048201123696e+16       1.417899833151e+04       1.455255608549e-07       1.381502964179e+15       2.746458526793e-06       2.479728597837e+32       2.284706291475e+24       1.238063814705e+25       3.426601706359e-08       1.715399098618e+32       4.195127843109e+32       5.657275809538e-12       1.999999975529e+00 
       9.675575343359e+10       8.073878744375e-20       4.790304956259e-06       2.019824608026e+16       1.417899833147e+04       1.465442397806e-07       1.371899666510e+15       2.765683736279e-06       2.411494459243e+32       2.237391407943e+24       1.212424262953e+25       3.426601706359e-08       1.668196844330e+32       4.079691447189e+32       5.736754876409e-12       1.999999975358e+00 
       9.608317123490e+10       8.187308666189e-20       4.823836206924e-06       1.991841230822e+16       1.417899833144e+04       1.475700494588e-07       1.362363124633e+15       2.785043522229e-06       2.345137904217e+32       2.191056386992e+24       1.187315690789e+25       3.426601706359e-08       1.622293443943e+32       3.967431488802e+32       5.817350544669e-12       1.999999975186e+00 
       9.541526438416e+10       8.302332164961e-20       4.857603926212e-06       1.964245545400e+16       1.417899833141e+04       1.486030398047e-07       1.352892874508e+15       2.804538826677e-06       2.280607267711e+32       2.145680936262e+24       1.162727101947e+25       3.426601706359e-08       1.577653157183e+32       3.858260562623e+32       5.899078501451e-12       1.999999975012e+00 
       9.475200038144e+10       8.418971628853e-20       4.891606295132e-06       1.937032180539e+16       1.417899833137e+04       1.496432610831e-07       1.343488455317e+15       2.824170598254e-06       2.217852306333e+32       2.101245183634e+24       1.138647727888e+25       3.426601706359e-08       1.534241227234e+32       3.752093668444e+32       5.981954654277e-12       1.999999974837e+00 
       9.409334695272e+10       8.537249760558e-20       4.925848770654e-06       1.910195839433e+16       1.417899833134e+04       1.506907639104e-07       1.334149409447e+15       2.843939792229e-06       2.156824159227e+32       2.057729668529e+24       1.115067023081e+25       3.426601706359e-08       1.492023853676e+32       3.648848144987e+32       6.065995134152e-12       1.999999974661e+00 
       9.343927204834e+10       8.657189581720e-20       4.960329533787e-06       1.883731298658e+16       1.417899833130e+04       1.517455992574e-07       1.324875282466e+15       2.863847370558e-06       2.097475310029e+32       2.015115333387e+24       1.091974660389e+25       3.426601706359e-08       1.450968166168e+32       3.548443605546e+32       6.151216298706e-12       1.999999974483e+00 
       9.278974384140e+10       8.778814437415e-20       4.995052222512e-06       1.857633407160e+16       1.417899833127e+04       1.528078184519e-07       1.315665623100e+15       2.883894301933e-06       2.039759549874e+32       1.973383515315e+24       1.069360526542e+25       3.426601706359e-08       1.411042198853e+32       3.450801875397e+32       6.237634735378e-12       1.999999974305e+00 
       9.214473072627e+10       8.902148000692e-20       5.030016836827e-06       1.831897085246e+16       1.417899833123e+04       1.538774731808e-07       1.306519983214e+15       2.904081561824e-06       1.983631941414e+32       1.932515937920e+24       1.047214717711e+25       3.426601706359e-08       1.372214865473e+32       3.355846930934e+32       6.325267264643e-12       1.999999974125e+00 
       9.150420131700e+10       9.027214277183e-20       5.065227014711e-06       1.806517323602e+16       1.417899833120e+04       1.549546154927e-07       1.297437917786e+15       2.924410132532e-06       1.929048783834e+32       1.892494703301e+24       1.025527535167e+25       3.426601706359e-08       1.334455935164e+32       3.263504840476e+32       6.414130943288e-12       1.999999973944e+00 
       9.086812444583e+10       9.154037609776e-20       5.100682756165e-06       1.781489182314e+16       1.417899833116e+04       1.560392978009e-07       1.288418984888e+15       2.944881003231e-06       1.875967578824e+32       1.853302284212e+24       1.004289481039e+25       3.426601706359e-08       1.297736008915e+32       3.173703706701e+32       6.504243067730e-12       1.999999973761e+00 
       9.023646916165e+10       9.282642683353e-20       5.136387699167e-06       1.756807789906e+16       1.417899833113e+04       1.571315728851e-07       1.279462745664e+15       2.965495170022e-06       1.824346997489e+32       1.814921516384e+24       9.834912541488e+24       3.426601706359e-08       1.262026496685e+32       3.086373610673e+32       6.595621177383e-12       1.999999973578e+00 
       8.960920472850e+10       9.413054529591e-20       5.172343662707e-06       1.732468342394e+16       1.417899833109e+04       1.582314938950e-07       1.270568764310e+15       2.986253635977e-06       1.774146848174e+32       1.777335591013e+24       9.631237459406e+24       3.426601706359e-08       1.227299595136e+32       3.001446557396e+32       6.688283058073e-12       1.999999973393e+00 
       8.898630062409e+10       9.545298531839e-20       5.208548827795e-06       1.708466102351e+16       1.417899833106e+04       1.593391143519e-07       1.261736608050e+15       3.007157411191e-06       1.725328045168e+32       1.740528047391e+24       9.431780364915e+24       3.426601706359e-08       1.193528265990e+32       2.918856422881e+32       6.782246745499e-12       1.999999973207e+00 
       8.836772653827e+10       9.679400430058e-20       5.245008651400e-06       1.684796397983e+16       1.417899833102e+04       1.604544881521e-07       1.252965847116e+15       3.028207512828e-06       1.677852578273e+32       1.704482765704e+24       9.236453906047e+24       3.426601706359e-08       1.160686214973e+32       2.838538902655e+32       6.877530528743e-12       1.999999973019e+00 
       8.775345237162e+10       9.815386325826e-20       5.281724952511e-06       1.661454622221e+16       1.417899833098e+04       1.615776695688e-07       1.244256054729e+15       3.049404965173e-06       1.631683483209e+32       1.669183959970e+24       9.045172539840e+24       3.426601706359e-08       1.128747871347e+32       2.760431461699e+32       6.974152953831e-12       1.999999972830e+00 
       8.714344823393e+10       9.953282687425e-20       5.318695912138e-06       1.638436231824e+16       1.417899833095e+04       1.627087132554e-07       1.235606807076e+15       3.070750799681e-06       1.586784812833e+32       1.634616171124e+24       8.857852494875e+24       3.426601706359e-08       1.097688367996e+32       2.684473285754e+32       7.072132827341e-12       1.999999972640e+00 
       8.653768444279e+10       1.009311635499e-19       5.355926987249e-06       1.615736746495e+16       1.417899833091e+04       1.638476742478e-07       1.227017683289e+15       3.092246055027e-06       1.543121609152e+32       1.600764260248e+24       8.674411734588e+24       3.426601706359e-08       1.067483522070e+32       2.610605233975e+32       7.171489220065e-12       1.999999972448e+00 
       8.593613152208e+10       1.023491454573e-19       5.393418177846e-06       1.593351748008e+16       1.417899833087e+04       1.649946079672e-07       1.218488265427e+15       3.113891777156e-06       1.500659876106e+32       1.567613401943e+24       8.494769921342e+24       3.426601706359e-08       1.038109816151e+32       2.538769792881e+32       7.272241470723e-12       1.999999972256e+00 
       8.533876020063e+10       1.037870485923e-19       5.431173121906e-06       1.571276879350e+16       1.417899833083e+04       1.661495702226e-07       1.210018138454e+15       3.135689019338e-06       1.459366553095e+32       1.535149077836e+24       8.318848381247e+24       3.426601706359e-08       1.009544379944e+32       2.468911031580e+32       7.374409189720e-12       1.999999972061e+00 
       8.474554141071e+10       1.052451528283e-19       5.469191819429e-06       1.549507843869e+16       1.417899833080e+04       1.673126172138e-07       1.201606890219e+15       3.157638842210e-06       1.419209489241e+32       1.503357070218e+24       8.146570069697e+24       3.426601706359e-08       9.817649724723e+31       2.400974558213e+32       7.478012262971e-12       1.999999971866e+00 
       8.415644628665e+10       1.067237419705e-19       5.507476089406e-06       1.528040404444e+16       1.417899833076e+04       1.684838055340e-07       1.193254111435e+15       3.179742313839e-06       1.380157418354e+32       1.472223455823e+24       7.977859537637e+24       3.426601706359e-08       9.547499647582e+31       2.334907477613e+32       7.583070855767e-12       1.999999971669e+00 
       8.357144616346e+10       1.082231038113e-19       5.546027750825e-06       1.506870382653e+16       1.417899833072e+04       1.696631921723e-07       1.184959395662e+15       3.202000509766e-06       1.342179934588e+32       1.441734599726e+24       7.812642898514e+24       3.426601706359e-08       9.284783229842e+31       2.270658350116e+32       7.689605416703e-12       1.999999971471e+00 
       8.299051257538e+10       1.097435301864e-19       5.584850441664e-06       1.485993657966e+16       1.417899833068e+04       1.708508345171e-07       1.176722339283e+15       3.224414513061e-06       1.305247468771e+32       1.411877149372e+24       7.650847795921e+24       3.426601706359e-08       9.029295921157e+31       2.208177151514e+32       7.797636681652e-12       1.999999971271e+00 
       8.241361725455e+10       1.112853170315e-19       5.623944161925e-06       1.465406166938e+16       1.417899833064e+04       1.720467903584e-07       1.168542541489e+15       3.246985414375e-06       1.269331265375e+32       1.382638028731e+24       7.492403371910e+24       3.426601706359e-08       8.780838799746e+31       2.147415234100e+32       7.907185677811e-12       1.999999971070e+00 
