   124    0.34099E+04   -0.36539E+02    0.17964E-05   -0.36539E+02    0.10029E+01   -0.53080E-07    0.17964E-05   -0.53080E-07    0.57381E-11
   125    0.34436E+04   -0.37035E+02    0.17569E-05   -0.37035E+02    0.10104E+01   -0.49026E-07    0.17569E-05   -0.49026E-07    0.56123E-11
   126    0.34774E+04   -0.37519E+02    0.17184E-05   -0.37519E+02    0.10176E+01   -0.44729E-07    0.17184E-05   -0.44729E-07    0.54901E-11
   127    0.35112E+04   -0.37991E+02    0.16810E-05   -0.37991E+02    0.10243E+01   -0.40287E-07    0.16810E-05   -0.40287E-07    0.53712E-11
   128    0.35449E+04   -0.38450E+02    0.16444E-05   -0.38450E+02    0.10305E+01   -0.35799E-07    0.16444E-05   -0.35799E-07    0.52557E-11
   129    0.35788E+04   -0.38895E+02    0.16088E-05   -0.38895E+02    0.10363E+01   -0.31363E-07    0.16088E-05   -0.31363E-07    0.51433E-11
   130    0.36126E+04   -0.39326E+02    0.15740E-05   -0.39326E+02    0.10414E+01   -0.27079E-07    0.15740E-05   -0.27079E-07    0.50339E-11
   131    0.36465E+04   -0.39745E+02    0.15400E-05   -0.39745E+02    0.10461E+01   -0.23027E-07    0.15400E-05   -0.23027E-07    0.49274E-11
   132    0.36804E+04   -0.40147E+02    0.15068E-05   -0.40147E+02    0.10502E+01   -0.19219E-07    0.15068E-05   -0.19219E-07    0.48236E-11
   133    0.37143E+04   -0.40537E+02    0.14745E-05   -0.40537E+02    0.10538E+01   -0.15651E-07    0.14745E-05   -0.15651E-07    0.47226E-11
   134    0.37482E+04   -0.40908E+02    0.14428E-05   -0.40908E+02    0.10569E+01   -0.12316E-07    0.14428E-05   -0.12316E-07    0.46243E-11
   135    0.37821E+04   -0.41264E+02    0.14120E-05   -0.41264E+02    0.10595E+01   -0.92091E-08    0.14120E-05   -0.92091E-08    0.45286E-11
   136    0.38158E+04   -0.41602E+02    0.13819E-05   -0.41602E+02    0.10614E+01   -0.63244E-08    0.13819E-05   -0.63244E-08    0.44353E-11
   137    0.38496E+04   -0.41923E+02    0.13526E-05   -0.41923E+02    0.10629E+01   -0.36565E-08    0.13526E-05   -0.36565E-08    0.43446E-11
   138    0.38832E+04   -0.42226E+02    0.13240E-05   -0.42226E+02    0.10638E+01   -0.12000E-08    0.13240E-05   -0.12000E-08    0.42562E-11
   139    0.39167E+04   -0.42511E+02    0.12961E-05   -0.42511E+02    0.10643E+01    0.10508E-08    0.12961E-05    0.10508E-08    0.41702E-11
   140    0.39502E+04   -0.42777E+02    0.12689E-05   -0.42777E+02    0.10642E+01    0.31012E-08    0.12689E-05    0.31012E-08    0.40864E-11
   141    0.39835E+04   -0.43024E+02    0.12424E-05   -0.43024E+02    0.10635E+01    0.49570E-08    0.12424E-05    0.49570E-08    0.40048E-11
   142    0.40168E+04   -0.43250E+02    0.12167E-05   -0.43250E+02    0.10624E+01    0.66236E-08    0.12167E-05    0.66236E-08    0.39253E-11
   143    0.40501E+04   -0.43458E+02    0.11916E-05   -0.43458E+02    0.10609E+01    0.81065E-08    0.11916E-05    0.81065E-08    0.38478E-11
   144    0.40831E+04   -0.43645E+02    0.11671E-05   -0.43645E+02    0.10588E+01    0.94112E-08    0.11671E-05    0.94112E-08    0.37723E-11
   145    0.41159E+04   -0.43811E+02    0.11434E-05   -0.43811E+02    0.10564E+01    0.10543E-07    0.11434E-05    0.10543E-07    0.36988E-11
   146    0.41489E+04   -0.43956E+02    0.11203E-05   -0.43956E+02    0.10533E+01    0.11508E-07    0.11203E-05    0.11508E-07    0.36270E-11
   147    0.41815E+04   -0.44078E+02    0.10978E-05   -0.44078E+02    0.10500E+01    0.12312E-07    0.10978E-05    0.12312E-07    0.35571E-11
   148    0.42139E+04   -0.44179E+02    0.10760E-05   -0.44179E+02    0.10461E+01    0.12959E-07    0.10760E-05    0.12959E-07    0.34888E-11
   149    0.42462E+04   -0.44258E+02    0.10548E-05   -0.44258E+02    0.10418E+01    0.13456E-07    0.10548E-05    0.13456E-07    0.34222E-11
   150    0.42783E+04   -0.44312E+02    0.10341E-05   -0.44312E+02    0.10372E+01    0.13808E-07    0.10341E-05    0.13808E-07    0.33572E-11
   151    0.43102E+04   -0.44344E+02    0.10141E-05   -0.44344E+02    0.10322E+01    0.14021E-07    0.10141E-05    0.14021E-07    0.32936E-11
